	friends	verified	longitude	status_count	sentiment	latitude	country	tweet	platform
70	204	False	0.2105895	2728.0	1.0	51.56060768459776	GB	1am is the best time to SEO.	twitter
71	195	False	0.0262989999999999	2743.0	0.0	51.394368557245095	GB	@SoccerSix #SoccerSixNashGrier 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼⚽️⚽️⚽️⚽️⚽️⚽️🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼	twitter
72	235	False	0.7013054999999998	1589.0	-1.0	51.926925427375245	GB	Hate it when I can't switch off and sleep, my mind is on over drive 😕	twitter
73	7	False	-0.222475	21141.0	-1.0	51.488774	GB	Want to know more about Internet connectivity in W6 8JA? Look no further than https://t.co/iA38toZVCE #broadbandcompareuk #bestbroadband	twitter
74	649	False	-0.4423609999999999	18890.0	-1.0	51.53707969560851	GB	Pussy boy https://t.co/WCNxMQuQLx	twitter
75	375	False	-0.252754	15886.0	-1.0	51.39781057661456	GB	@SkyNews surely Gove prepared to sacrifice prosperity of UK in gamble #Brexit will make @BorisJohnson PM and he'll be chancellor #StrongerIn	twitter
76	72	False	-0.0706035	7144.0	0.0	51.46469310439313	GB	LIES, ALL LIES https://t.co/zF0j6Xgues	twitter
77	1645	False	-1.4236290000000005	7738.0	-1.0	54.88161261656938	GB	@toystorydom I didn't go to Slam Dunk :(	twitter
78	655	False	-3.2030085	13315.0	-1.0	55.943259273756	GB	And this https://t.co/lr5RhoUZ8t	twitter
79	18980	False	-0.0929105	86751.0	1.0	51.51448212166734	GB	@PkrbkrNelson So glad dearest Desiree. Lots coming up, some real big-hitters in the works. <3 xx	twitter
80	634	False	-0.2631405	5887.0	0.0	51.56521809122742	GB	THE WHOLE DVSN ALBUM  https://t.co/Yi0x32dTEc	twitter
81	68	False	-0.12731805	446.0	0.0	51.50711486	GB	"Stylish like an old fashioned film! 
#London #lovelondonlife #lovelondon #strangeandfamiliarcomp… https://t.co/MphUPEW6Ll"	twitter
82	5090	False	-2.65	670875.0	0.0	49.4333	GG	@Siriuo topic similar @ChronolabsCoop this article https://t.co/hA4OrvGEPO entitled: 'Profile XOOPS Module'	twitter
83	2457	False	-2.6772815	40693.0	0.0	51.63335610131152	GB	Jim chapman  https://t.co/onAO5sorTq	twitter
84	219	False	-1.7460660000000003	20189.0	0.0	50.74393070677674	GB	I haven't gotten to sleep any earlier than 2am the past 5 nights, how am I meant to survive	twitter
85	1516	False	-3.4468685000000003	45231.0	-1.0	55.12375402958675	GB	@akazeeox @Seymourbirdies They gave us a full display as they fought for twenty minutes over a small rodent the kestrel had! :-)	twitter
86	11	False	-3.542993	1029711.0	0.0	51.676323	GB	00:35 BST: Temperature: 13.6°C, Wind: SSW, 1 mph (ave), 5 mph (gust), Humidity: 79%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl	twitter
87	446	False	-0.0991635	20154.0	-1.0	51.64530734401061	GB	.@PHammondMP Speak to the Ethiopian Authorities right now and demand that they release British citizen Andy Tsege.	twitter
88	407	False	-0.18919	440.0	0.0	51.50379309930915	GB	https://t.co/hSs8LjAAFs	twitter
89	315	False	0.106737	14927.0	-1.0	51.76827386362998	GB	@jennamarieeeee_ look at us!Puberty hit us so hard we went from 'let's be friends on animal crossing' to 'I'm in love with ? and I'm a fan'	twitter
90	1111	False	0.0893245	16537.0	-1.0	51.46841029916232	GB	Lol 🙊 https://t.co/rYb7CKsUPy	twitter
91	344	False	-1.8906405	24629.0	-1.0	52.49405270288055	GB	deservedmore https://t.co/mnWTvPDtHn	twitter
92	247	False	0.1618535	34783.0	0.0	51.47951871451352	GB	@nlitvin What do you think of the heroic @NDAvengers?I think they're latest. Trending more than Stupid nigeria spending millions for nothing	twitter
93	322	False	-1.8906405	29826.0	-1.0	52.49405270288055	GB	"""Why do you like Euro 96 more than you like me?""

A thing @ccclutterbuck just said that I thought was worth tweeting."	twitter
94	225	False	-0.13689175	44455.0	0.0	51.50520381	GB	Posh posh (@ St James's Palace in Westminster, London) https://t.co/69fh1f0Cur	twitter
95	187	False	0.511578	178.0	0.0	52.22713108182664	GB	Marsh Harrier and Heigham Holme Mill https://t.co/E3jgdHFvQ3	twitter
96	386	False	-2.915427	30525.0	0.0	53.419914903420405	GB	✨ https://t.co/8Fa6PDZBPl	twitter
97	89	False	0.1359159999999999	942.0	0.0	52.20098398787838	GB	@paigecroft_ https://t.co/pgh4w3XEBS	twitter
98	280	False	0.5824535000000001	39203.0	-1.0	51.37116768457937	GB	@Keisha_Adams_ how much was it? I'm so jealous	twitter
99	729	True	-5.928412999999999	29143.0	-1.0	54.59591680133457	GB	I meant to say clever dick !  https://t.co/S2dGkqn2mU	twitter
100	4117	False	-1.4496120000000003	60989.0	0.0	53.38322877572023	GB	@susan_250 @WOWpetition @Solutionprovida It also concerns all the candidates that came 2nd and Ed Milliband who wld have won election	twitter
101	218	False	-0.8296719999999999	16942.0	0.0	51.33872944477839	GB	😔💔💩	twitter
102	407	False	0.076326	3690.0	1.0	51.61837199338572	GB	So need a trip to Amsterdam....😜	twitter
103	169	False	-1.8906405	2963.0	1.0	52.49405270288055	GB	Netflix and Gill	twitter
104	509	False	-2.1556405	7416.0	0.0	53.41462347939496	GB	maaaaaaaaad	twitter
105	58699	False	-0.29743	17837.0	0.0	51.51476447266411	GB	Prosecco and movies with @rhiannolan 👫😘	twitter
106	163	False	-1.4407025	4892.0	0.0	54.9779371296568	GB	Californication oozes cool. Don't know why I hadn't started watching it sooner.	twitter
107	1090	False	0.286119	16316.0	0.0	50.78203303384379	GB	@rositastef criticise many countries on human rights, Israel has no exceptions, nation states have a duty to seek a peace process	twitter
108	272	False	-2.7615755	610.0	-1.0	51.43362577820576	GB	Fuck sake Helen what y'all do now	twitter
109	324	False	-4.2417515	26529.0	0.0	55.85839558130999	GB	@TheJeffOn45 Sinitta - Toy Boy[Remix] 4.25mins ... specific version b-side of Cross My... & Stefan Dennis -Don't It Make You Feel Good /	twitter
110	1016	False	-0.0991635	73935.0	-1.0	51.64530734401061	GB	@RicaCarter__ slightly baffed and concerned rn	twitter
111	1536	False	-2.2010590000000008	34873.0	0.0	49.19293517135404	JE	@Devoured1 @MfnH listen here buddy https://t.co/UIcgfus3KS	twitter
112	2181	False	-0.18919	18952.0	0.0	51.50379309930915	GB	B/day Wishes to Chubby Tavares#🎤 @KingTherapy @alsshowtime @Huckleberryquik @JoeyRichie @SharronMonty @steventeaster @ycer1 @Sw1Radio	twitter
113	2457	False	-2.6772815	40696.0	0.0	51.63335610131152	GB	no https://t.co/76tbMas8Df	twitter
114	983	False	-2.996768	36267.0	-1.0	53.75779567001227	GB	If there's one thing I wish I was better at it's being calm in a crisis	twitter
115	251	False	0.511578	474.0	0.0	52.22713108182664	GB	Having a slight obsession with Cornwall and Cornish people https://t.co/NtR0R1mCrp	twitter
116	301	False	-3.984748	17387.0	0.0	55.80135874607209	GB	Feel like this was created just for you @lostinlevijones  https://t.co/Sk645jfZqE	twitter
117	595	False	-5.94956197	27126.0	-1.0	54.6998097	GB	I'm at My House https://t.co/g1LDQFS7wT	twitter
118	1071	False	-0.1937195	4365.0	1.0	51.451674884083495	GB	@TwoRuba Thanks for the follow. Do take a listen to #TheDepartureLounge https://t.co/Uihhw93kAp #LoungePop for #TheJetSet 24/7. Enjoy.	twitter
119	370	False	-1.216432	5508.0	0.0	54.678996915358894	GB	Video will be in the morning now	twitter
120	136	False	-2.233480000000001	13914.0	0.0	53.456983702037085	GB	BESTIE https://t.co/adoyWHK3Qa	twitter
121	906	False	-1.5710735	4128.0	-1.0	54.984881721800384	GB	@annarhianxx can u actually watch power seriously now after seeing this of ghost https://t.co/k7l7FKWUNR	twitter
122	1294	False	-2.233480000000001	577.0	-1.0	53.456983702037085	GB	@ellemgee Haha fair point!! 😂	twitter
123	608	False	-2.0877745	28464.0	-1.0	51.89632636441313	GB	Think Alex needs to invest in a new car if it fails to get into first gear 😂😂	twitter
124	973	False	-4.186459999999999	32398.0	0.0	55.75947448152295	GB	Still no over that time Andy walked out the local screaming oh the empire is finished at old regulars cause they where voting no	twitter
125	3187	False	-2.378431999999999	88788.0	-1.0	53.75172380053243	GB	Actually want to start talking to someone new🙄	twitter
126	812	False	-1.1722659999999996	1200.0	-1.0	52.969744440802685	GB	2 million pounds as a bonus?!?!?! https://t.co/rbKs0erhkr	twitter
127	183	False	-2.21187	4352.0	1.0	52.1949280184406	GB	Happy Birthday you utter spice 👫💗 love ya like a brother, have a fab day XO https://t.co/AOnVyIcbX2	twitter
128	785	False	-1.5654900000000005	39459.0	0.0	53.802038177843606	GB	@Alchaeb_itti @II_bb18 هههههههههههههههههههههههه	twitter
129	1137	True	-0.216108	21772.0	0.0	51.49839328713241	GB	😂😂😂 https://t.co/eYZt1hnX3E	twitter
130	619	False	-2.955045	8848.0	1.0	56.47700935163645	GB	Bursting for a drink of joos	twitter
131	1065	False	-0.159403	113241.0	-1.0	51.54244893903978	GB	1993 - We used to speak a lot more. Then life happened for one, or both of us. Let us go back to the way we were. I enjoyed it.	twitter
132	2628	False	-1.4407025	31096.0	1.0	54.9779371296568	GB	@thescript favourite ice cream topping?	twitter
133	521	False	0.0788629999999999	117564.0	-1.0	51.58500991494593	GB	@Pat_Landgirl 444 to 28k #savehomefires	twitter
134	564	False	-0.7356860000000001	3984.0	-1.0	51.3169812270552	GB	I promote women supporting other women don't complain on the selfies I retweet, love them	twitter
135	290	False	-2.492508	109956.0	0.0	51.465826602329074	GB	ตอนนี้ฝั่งพ่อแม่เด็กมีสำนึกบ้างม่ะ ถ้าดูแลลูกตัวเองไม่ได้ ส่งถุงยางไปให้ม่ะ ขอที่อยู่ #ripharambre https://t.co/wMbltoklFl	twitter
136	195	False	0.0262989999999999	2697.0	0.0	51.394368557245095	GB	@SoccerSix #SoccerSixNashGrier meeeeeeeeeeeeeeeee just please ❤️🙋🏼🙋🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼⚽️⚽️⚽️⚽️	twitter
137	1141	False	-4.568294999999999	19601.0	0.0	55.94741091501819	GB	On this day #Prince began a 3 week stay at Number 1 in the Billboard Chart. #aroundtheworldinaday  https://t.co/h4BBbsUptM	twitter
138	0	False	-2.82651925	1702429.0	0.0	53.22732943	GB	I Get The Sweetest Feeling by Jackie Wilson is #nowplaying in Shrewsbury Arms, Chester.  Download it now at https://t.co/VPZqUFzwBs	twitter
139	121	False	-0.0350195	9099.0	1.0	51.51483911149297	GB	abba amma home after two months in desh #alhamdullilah	twitter
140	589	False	-1.999259	15014.0	0.0	52.596279428808245	GB	RELIEFFFFF😀	twitter
141	286	False	-1.4707784999999998	4965.0	-1.0	52.91556110309076	GB	Rah this was such a banger uno https://t.co/6yH1SOIu6q	twitter
142	339	False	-2.58539	21719.0	0.0	51.45790063398809	GB	"@3bood_dave 
نام ليش تقاوم؟ النوم سلطان😂😂"	twitter
143	350	False	-0.3506925	3638.0	-1.0	51.46179093953856	GB	@AbiSlocs loser! #wolverine	twitter
144	2454	False	-0.0601675	12452.0	0.0	51.54765285291366	GB	My #TeenChoice #ChoiceMaleArtist is @zaynmalik 😍🎤❤️👑 https://t.co/xItWgY9zs6	twitter
145	398	False	-1.253726	3349.0	0.0	52.37427738933978	GB	Abbi always looks flawless when she goes out 😍😩	twitter
146	217	False	-1.5654900000000005	156.0	-1.0	53.802038177843606	GB	"@CushionCrisis.
I know how you feel. Gabby. We have just turned this bungalow from. This. To this. Russ. Linda https://t.co/I5cz5qIlZV"	twitter
147	419	False	-2.955045	23404.0	0.0	56.47700935163645	GB	Jennifer Morrison 😍	twitter
148	87	False	-1.13067	2828.0	-1.0	52.626293532909706	GB	@_ohbeener @ayshaa_AA @Abbie_Tiz @YamtotheYinYang 🤔🤔🤔🤔🤔 my ladyship i have 3 submissions.	twitter
149	238	False	-1.5186515	765.0	1.0	52.41195046288927	GB	Super tired 😭	twitter
150	63736	False	-0.130356	23971.0	1.0	50.84034002985045	GB	EVERYONE GO FOLLOW @lickmejustinJB :)	twitter
151	562	False	-0.0601675	36807.0	1.0	51.54765285291366	GB	@KushtieMutsie I know where is the buffness?	twitter
152	264	False	-1.3964669999999997	19174.0	1.0	50.92135482814837	GB	"So, I heard, Taylor Swift and Calvin Harris broke up.
Well, I guess we gonna have a song about Calvin from Taylor 😂 https://t.co/RdrF04NvtJ"	twitter
153	1821	False	-0.092633	214327.0	0.0	51.35895133231162	GB	@norenjls really? Love & tolerance is better, surely	twitter
154	268	False	-2.222309	1797.0	0.0	53.85517461081592	GB	Let me be the one who shines with you	twitter
155	1884	False	-0.2631405	9491.0	-1.0	51.56521809122742	GB	It's where I go to for at least 90% of my news. And curry club, obviously.  https://t.co/EaZVYEcipt	twitter
156	11	False	-3.542993	1029717.0	0.0	51.676323	GB	00:41 BST: Temperature: 13.6°C, Wind: SSW, 0 mph (ave), 5 mph (gust), Humidity: 79%, Rain (hourly) 0.0 mm, Pressure: 1019 hPa, falling slowl	twitter
157	250	False	-2.4280390000000005	13273.0	-1.0	52.039182110055926	GB	@cuntdrxcula what the fuck are you serious 😂😂	twitter
158	2457	False	-2.6772815	40728.0	0.0	51.63335610131152	GB	nude 😂 https://t.co/9fDgJXUJGa	twitter
159	656	False	-4.496779500000001	9310.0	-1.0	55.61185560072989	GB	@jade_graham14 who do u hate x	twitter
160	512	False	-2.233480000000001	17380.0	-1.0	53.456983702037085	GB	@thepigeonpost would love to mate. Can you fit it into bite size tweets please	twitter
161	278	False	-0.252754	8807.0	1.0	51.39781057661456	GB	@alexgutman_ When do you finish???	twitter
162	56	False	-2.298134	464.0	1.0	52.916607589459744	GB	To think it's a year since I started can work !	twitter
163	212	False	-3.696995	253.0	-1.0	55.89739261264143	GB	You are a dick 😴😴	twitter
164	575	False	-1.2714555	24226.0	-1.0	54.60276942508207	GB	They're legit so cute I can't!!!! 😍❤️ https://t.co/Eek7m3obDX	twitter
165	309	False	-2.669629	4516.0	1.0	53.7343414406204	GB	Great brain storming daddio	twitter
166	533	False	-1.3964669999999997	27019.0	1.0	50.92135482814837	GB	Just needs to be tomorrow night already	twitter
167	1020	False	-0.148936	38203.0	-1.0	51.50009845259365	GB	@Magadesving paso	twitter
168	274	False	-2.2038685000000005	26008.0	0.0	52.530541925714566	GB	Madness	twitter
169	1380	False	-2.915427	31168.0	1.0	53.419914903420405	GB	@RebeccaRideal only ever ironically to my Mum, or sarcastically when someone at work has made me a cup of tea	twitter
170	645	False	-0.252754	31284.0	0.0	51.39781057661456	GB	"@DieselMony 
مافهمت"	twitter
171	526	False	0.5824535000000001	21577.0	0.0	51.37116768457937	GB	@dapo_oke 😂😂😂	twitter
172	1948	False	-4.052037	2433.0	-1.0	55.977181887158565	GB	@James_Tavernier I am a big fan of yours can't wait till season starts again could I get a retweet no1 fan https://t.co/WpCCjq7zHF	twitter
173	665	False	-1.8906405	34751.0	-1.0	52.49405270288055	GB	"""why can't I have toes like u"" midnight moans from Alan"	twitter
174	413	False	-0.4952195000000001	5417.0	0.0	51.36875707521277	GB	❣ https://t.co/2K2o9lXcJ0	twitter
175	476	False	-2.4837505	6136.0	1.0	53.72853598842583	GB	@Chloe_GShore  found the perfect quilt cover  for you babe !!!  You need this in your life Xxx https://t.co/T8Gu8tzYVw	twitter
176	907	False	-1.1722659999999996	3653.0	-1.0	52.969744440802685	GB	@adamuxta @deelinaa she is soooo bad, she not Albanian idc	twitter
177	240	False	-2.4762309999999994	3415.0	-1.0	52.61594097704438	GB	There reaches a point when u begin to wonder if ur just a punch bag to people for their problems because your so resilient...🤔	twitter
178	1204	False	0.0262989999999999	25782.0	-1.0	51.394368557245095	GB	Lmao I don't need this rn	twitter
179	306	False	-2.233480000000001	78219.0	-1.0	53.456983702037085	GB	@rhiandroid_ mine is in my bio hehe	twitter
180	1951	False	-0.127104	11472.0	0.0	51.523853	GB	..Det var värre än så, killarna som snacka spanska var från Argentina. Så min skolspanska sög. Tur man NÄSTAN kan lita på Google translate📱	twitter
181	1385	False	-0.5175495000000001	11630.0	1.0	51.8940473990251	GB	@MattStonell going tomorrow night and 3 big sessions for the games	twitter
182	2454	False	-0.0601675	12453.0	0.0	51.54765285291366	GB	My #TeenChoice #ChoiceMaleArtist is @zaynmalik 😍🎤👑 https://t.co/UTrdKYk7LP	twitter
183	195	False	0.0149895	607.0	-1.0	51.47151451957592	GB	@DERocksOn thanks Joanne! Cute pics! Glad we were able to sign your card 👍	twitter
184	45	False	-3.4468685000000003	675.0	-1.0	55.12375402958675	GB	why do i do things	twitter
185	550	False	-0.0601675	10573.0	0.0	51.54765285291366	GB	Keep getting auto logged into burn the sunsets Twitter	twitter
186	794	False	-0.1917229999999999	12978.0	1.0	50.83958338001748	GB	Nope :)  https://t.co/eWbQNYTQOO	twitter
187	103	False	-2.6165385	2579.0	0.0	51.81301751445573	GB	"Never lose faith, my friends.... Never!!
#DragonAge
- https://t.co/xSAl7qyEro"	twitter
188	860	False	-1.3120369999999997	7786.0	1.0	52.91704054592388	GB	Poetry warms my heart	twitter
189	487	False	-4.026033000000001	35668.0	0.0	51.62117443078567	GB	@tissington @AVFCOfficial Should add: I am a West Brom fan, but have a sneaking sympathy for the West Midlands' second club.	twitter
190	984	False	-2.1270405	54660.0	1.0	57.1605717487859	GB	@sugdenmillerxo he had a nice phone sign	twitter
191	2628	False	-1.4407025	31097.0	0.0	54.9779371296568	GB	@thescript favourite item of clothing? Personally, mines this: https://t.co/DJm8kI13jO	twitter
192	1070	False	-2.241185	4834.0	1.0	53.71427619990924	GB	@ManCityArmy1894 he is a great actor. Would love to see him on the stage but Hollywood has him	twitter
193	147	False	-1.2334335000000003	19014.0	0.0	51.75429938787856	GB	انا و اخويا عيد ميلادنا في جون هو ٣ وانا ٤ 😁	twitter
194	333	False	-0.6840599999999999	31923.0	-1.0	52.48637995245303	GB	@natasa_barvalac i meni fali on 😂😈	twitter
